1524442121,51387,23,3.09944E-05,0,0.1,0.2,1,40,1.1,40.1
1524445519,45092,11227,1.034775972,0,0,0,2,80,1,40.0
1524445551,45092,16042,1.035108089,0,0,0,2,80,1,40.0
1524445282,45092,13622,1.035171986,0,0,0,2,80,1,40.0
1524445631,45092,17831,1.034470081,0,0,0,2,80,1,40.0
1524445587,45092,17468,1.041224003,0,0,0,2,80,1,40.0
1524445584,45092,18687,1.041663885,0,0,0,2,80,1,40.0
1524445645,45092,12442,1.035579205,0,0,0,2,80,1,40.0
1524445423,45092,16520,1.034861088,0,0,0,2,80,1,40.0
1524445200,45092,19699,1.03531599,0,0,0,2,80,1,40.0
1524445282,45092,14620,1.035152197,0,0,0,2,80,1,40.0
1524445356,45092,18501,1.034096003,0,0,0,2,80,1,40.0
1524445334,45092,19172,1.034379959,0,0,0,2,80,1,40.0
1524445351,45092,12797,1.034152031,0,0,0,2,80,1,40.0
1524445328,45092,18508,1.034736872,0,0,0,2,80,1,40.0
1524445379,45092,16670,1.034878016,0,0,0,2,80,1,40.0
1524445545,45092,16852,1.034990072,0,0,0,2,80,1,40.0
1524445480,45092,19227,1.03362608,0,0,0,2,80,1,40.0
1524445243,45092,10657,1.034791946,0,0,0,2,80,1,40.0
1524445230,45092,11644,1.033354998,0,0,0,2,80,1,40.0
1524445317,45092,10342,1.034453869,0,0,0,2,80,1,40.0
1524445536,45092,15347,1.035235167,0,0,0,2,80,1,40.0
1524445694,45092,19651,1.040252924,0,0,0,2,80,1,40.0
1524445618,45092,13778,1.037185907,0,0,0,2,80,1,40.0
1524445366,45092,14341,1.03502202,0,0,0,2,80,1,40.0
1524445576,45092,19453,0.693601131,0,0,0,2,80,1,40.0
1524445211,45092,10828,1.033956051,0,0,0,2,80,1,40.0
1524445682,45092,10517,1.040986061,0,0,0,2,80,1,40.0
1524445259,45092,13522,1.034837961,0,0,0,2,80,1,40.0
1524445638,45092,18192,1.035180092,0,0,0,2,80,1,40.0
1524445167,45092,11744,1.03431201,0,0,0,2,80,1,40.0
1524445411,45092,15790,1.035264015,0,0,0,2,80,1,40.0
1524445333,45092,18510,1.034123182,0,0,0,2,80,1,40.0
1524445392,45092,15022,1.034355164,0,0,0,2,80,1,40.0
1524445233,45092,15622,1.034132004,0,0,0,2,80,1,40.0
1524445631,45092,11596,1.034411907,0,0,0,2,80,1,40.0
1524445571,45092,13198,1.04044199,0,0,0,2,80,1,40.0
1524445347,45092,12296,1.034282207,0,0,0,2,80,1,40.0
1524445257,45092,17016,1.034559011,0,0,0,2,80,1,40.0
1524445484,45092,11310,0.689361095,0,0,0,2,80,1,40.0
1524445289,45092,14498,1.034980059,0,0,0,2,80,1,40.0
1524445454,45092,19218,1.034429073,0,0,0,2,80,1,40.0
1524445700,45092,10647,1.040439844,0,0,0,2,80,1,40.0
1524445214,45092,11078,1.033987999,0,0,0,2,80,1,40.0
1524445499,45092,15977,1.035144091,0,0,0,2,80,1,40.0
1524445665,45092,16365,1.040627003,0,0,0,2,80,1,40.0
1524445630,45092,11931,1.034637928,0,0,0,2,80,1,40.0
1524445465,45092,10392,1.034347057,0,0,0,2,80,1,40.0
1524445602,45092,12325,1.04083395,0,0,0,2,80,1,40.0
1524445395,45092,15633,0.689927101,0,0,0,2,80,1,40.0
1524445183,45092,18634,1.035321951,0,0,0,2,80,1,40.0
1524445489,45092,11355,1.034069061,0,0,0,2,80,1,40.0
1524445588,45092,11493,1.040993929,0,0,0,2,80,1,40.0
1524445207,45092,12767,1.034548044,0,0,0,2,80,1,40.0
1524445430,45092,14060,1.034060955,0,0,0,2,80,1,40.0
1524445267,45092,15499,1.035987139,0,0,0,2,80,1,40.0
1524445529,45092,15385,1.034442902,0,0,0,2,80,1,40.0
1524445693,45092,12229,1.04065299,0,0,0,2,80,1,40.0
1524445589,45092,19991,1.041795015,0,0,0,2,80,1,40.0
1524445428,45092,18874,1.035179853,0,0,0,2,80,1,40.0
1524445377,45092,11004,1.035099983,0,0,0,2,80,1,40.0
1524445492,45092,11785,1.034073114,0,0,0,2,80,1,40.0
1524445552,45092,14392,1.035382032,0,0,0,2,80,1,40.0
1524445263,45092,19465,1.03389287,0,0,0,2,80,1,40.0
1524445284,45092,12391,1.033957005,0,0,0,2,80,1,40.0
1524445332,45092,13795,1.033774853,0,0,0,2,80,1,40.0
1524445337,45092,18469,1.035768986,0,0,0,2,80,1,40.0
1524445325,45092,14925,1.034719944,0,0,0,2,80,1,40.0
1524445224,45092,14120,1.034360886,0,0,0,2,80,1,40.0
1524445195,45092,14321,1.036254168,0,0,0,2,80,1,40.0
1524445316,45092,10010,1.034700155,0,0,0,2,80,1,40.0
1524445475,35939,23,9.54e-07,0,0,0,1,40,1,40.0
1524445418,45092,14683,1.034707069,0,0,0,2,80,1,40.0
1524445595,45092,13884,1.040323973,0,0,0,2,80,1,40.0
1524445464,45092,18099,1.034963131,0,0,0,2,80,1,40.0
1524445252,45092,15576,1.034090042,0,0,0,2,80,1,40.0
1524445523,45092,16498,1.034810066,0,0,0,2,80,1,40.0
1524445562,45092,13205,1.034910917,0,0,0,2,80,1,40.0
1524445579,45092,18592,1.040781975,0,0,0,2,80,1,40.0
1524445418,45092,13415,1.034015894,0,0,0,2,80,1,40.0
1524445357,45092,13282,1.034016848,0,0,0,2,80,1,40.0
1524445216,45092,16010,1.034081936,0,0,0,2,80,1,40.0
1524445386,45092,17693,1.036994934,0,0,0,2,80,1,40.0
1524445362,45092,13340,1.03408885,0,0,0,2,80,1,40.0
1524445319,45092,13307,1.034422874,0,0,0,2,80,1,40.0
1524445263,45483,23,9.54e-07,0,0,0,1,40,1,40.0
1524445284,45092,14440,1.033284187,0,0,0,2,80,1,40.0
1524445514,45092,16382,1.03429985,0,0,0,2,80,1,40.0
1524445645,45092,16533,1.035647869,0,0,0,2,80,1,40.0
1524445665,45092,11278,1.040993929,0,0,0,2,80,1,40.0
1524445676,45092,13801,1.041413069,0,0,0,2,80,1,40.0
1524445632,45092,14224,1.035135031,0,0,0,2,80,1,40.0
1524445418,45092,14165,1.034095049,0,0,0,2,80,1,40.0
1524445526,45092,15265,1.035661936,0,0,0,2,80,1,40.0
1524445671,45092,19432,1.040688992,0,0,0,2,80,1,40.0
1524445461,45092,18677,1.034656048,0,0,0,2,80,1,40.0
1524445451,45092,15995,1.034636974,0,0,0,2,80,1,40.0
1524445425,45092,11204,1.034822941,0,0,0,2,80,1,40.0
1524445244,45092,14525,1.033076048,0,0,0,2,80,1,40.0
1524445634,45092,13609,1.034460068,0,0,0,2,80,1,40.0
1524445581,45092,17320,1.041081905,0,0,0,2,80,1,40.0
1524445253,45092,19369,1.034311056,0,0,0,2,80,1,40.0
1524445428,45092,19810,1.035152912,0,0,0,2,80,1,40.0
1524445210,45092,19847,1.033425093,0,0,0,2,80,1,40.0
1524445691,45092,10237,1.041017056,0,0,0,2,80,1,40.0
1524445239,45092,14244,1.035130024,0,0,0,2,80,1,40.0
1524445407,45092,10583,1.033794165,0,0,0,2,80,1,40.0
1524445212,45092,17414,1.033931017,0,0,0,2,80,1,40.0
1524445225,45092,11243,1.045675993,0,0,0,2,80,1,40.0
1524445341,45092,18222,1.034503937,0,0,0,2,80,1,40.0
1524445546,45092,16992,1.034617901,0,0,0,2,80,1,40.0
1524445643,45092,19151,1.034655094,0,0,0,2,80,1,40.0
1524445516,45092,10921,1.033503056,0,0,0,2,80,1,40.0
1524445605,45092,10496,1.040868044,0,0,0,2,80,1,40.0
1524445248,45092,18220,1.035460949,0,0,0,2,80,1,40.0
1524445340,45092,13732,0.689495087,0,0,0,2,80,1,40.0
1524445649,45092,18551,1.034596205,0,0,0,2,80,1,40.0
1524445382,45092,11237,1.035128117,0,0,0,2,80,1,40.0
1524445493,45092,10568,1.034017086,0,0,0,2,80,1,40.0
1524445648,45092,16695,1.035470009,0,0,0,2,80,1,40.0
1524445319,45092,16717,1.03501296,0,0,0,2,80,1,40.0
1524445448,45092,13302,1.034073114,0,0,0,2,80,1,40.0
1524445504,45092,13186,0.689581871,0,0,0,2,80,1,40.0
1524445273,45092,10284,1.0342381,0,0,0,2,80,1,40.0
1524445240,45092,12213,1.034181118,0,0,0,2,80,1,40.0
1524445290,45092,12147,1.033273935,0,0,0,2,80,1,40.0
1524443721,2187,23,4.69685e-05,0,0,0,1,40,1,40.0
1524445265,45092,11104,1.035097122,0,0,0,2,80,1,40.0
1524445196,45092,19241,1.035385132,0,0,0,2,80,1,40.0
1524445292,45092,16006,1.03433609,0,0,0,2,80,1,40.0
1524445485,45092,11911,1.03400898,0,0,0,2,80,1,40.0
1524442327,50720,9189,0.651407957,0,0,0,2,80,1,40.0
1524445328,45092,15206,1.034593105,0,0,0,2,80,1,40.0
1524445549,45092,16203,1.035149097,0,0,0,2,80,1,40.0
1524445177,45092,19680,1.034920931,0,0,0,2,80,1,40.0
1524445544,45092,16018,1.035583019,0,0,0,2,80,1,40.0
1524445179,45092,14364,1.034862995,0,0,0,2,80,1,40.0
1524445518,45092,10825,0.689249992,0,0,0,2,80,1,40.0
1524445463,45092,10857,1.034955025,0,0,0,2,80,1,40.0
1524445218,45092,11244,1.034667969,0,0,0,2,80,1,40.0
